instance_id,num_vehicles,vehicle_capacity,depot_x,depot_y,shift_start,shift_end,speed,order_id,x,y,demand,ready_time,due_time,service_time
public_01,2,275,14.0000,14.0000,480,1020,0.6000,25,3.8210,22.2580,6,659,1010,13
public_01,2,275,14.0000,14.0000,480,1020,0.6000,26,11.0340,1.6330,11,580,994,12
public_01,2,275,14.0000,14.0000,480,1020,0.6000,27,13.4530,26.4850,1,709,1010,10
public_01,2,275,14.0000,14.0000,480,1020,0.6000,28,20.2990,8.4670,15,480,845,5
public_01,2,275,14.0000,14.0000,480,1020,0.6000,29,20.8970,3.8640,6,480,725,13
public_01,2,275,14.0000,14.0000,480,1020,0.6000,30,20.7610,21.1300,2,570,841,13
public_01,2,275,14.0000,14.0000,480,1020,0.6000,31,22.0460,22.6890,9,628,907,11
public_01,2,275,14.0000,14.0000,480,1020,0.6000,32,6.0390,27.3620,7,680,986,11
public_01,2,275,14.0000,14.0000,480,1020,0.6000,33,20.3090,19.8210,5,504,896,6
public_01,2,275,14.0000,14.0000,480,1020,0.6000,34,14.7200,7.4660,2,480,761,7
public_01,2,275,14.0000,14.0000,480,1020,0.6000,35,9.0280,9.8010,2,576,916,9
public_01,2,275,14.0000,14.0000,480,1020,0.6000,36,15.2410,12.8710,4,480,802,10
public_01,2,275,14.0000,14.0000,480,1020,0.6000,37,17.1780,12.5580,15,533,936,14
public_01,2,275,14.0000,14.0000,480,1020,0.6000,38,13.5210,6.9650,9,662,1010,6
public_01,2,275,14.0000,14.0000,480,1020,0.6000,39,0.2000,7.7220,9,612,920,13
public_01,2,275,14.0000,14.0000,480,1020,0.6000,40,19.2430,24.9410,5,480,892,9
public_02,2,375,14.0000,14.0000,480,1020,0.6000,1,18.9350,8.3770,10,583,949,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,2,5.4070,15.3090,8,480,785,8
public_02,2,375,14.0000,14.0000,480,1020,0.6000,3,6.4410,15.7450,1,567,925,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,4,1.7930,3.5680,3,673,976,8
public_02,2,375,14.0000,14.0000,480,1020,0.6000,5,4.1250,18.8750,15,480,730,10
public_02,2,375,14.0000,14.0000,480,1020,0.6000,6,4.1960,17.7580,5,480,824,6
public_02,2,375,14.0000,14.0000,480,1020,0.6000,7,7.4270,6.4410,12,684,1008,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,8,7.4230,20.1510,6,724,1010,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,9,11.7930,22.8520,15,582,897,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,10,7.3040,16.1060,2,480,816,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,11,13.7470,12.5260,4,762,1010,5
public_02,2,375,14.0000,14.0000,480,1020,0.6000,12,6.7200,6.6580,13,592,939,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,13,11.3670,3.9290,14,721,1010,8
public_02,2,375,14.0000,14.0000,480,1020,0.6000,14,6.2880,18.3040,15,742,1010,13
public_02,2,375,14.0000,14.0000,480,1020,0.6000,15,7.2720,18.3330,9,480,862,10
public_02,2,375,14.0000,14.0000,480,1020,0.6000,16,12.8460,27.4880,7,562,806,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,17,6.5640,19.7230,3,680,941,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,18,5.7410,16.3530,2,795,1010,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,19,22.8070,15.3830,5,482,864,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,20,23.1210,8.8820,12,480,846,6
public_02,2,375,14.0000,14.0000,480,1020,0.6000,21,6.9060,16.3660,10,549,958,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,22,6.4320,20.2270,5,530,807,9
public_02,2,375,14.0000,14.0000,480,1020,0.6000,23,7.9620,2.7270,7,480,874,6
public_02,2,375,14.0000,14.0000,480,1020,0.6000,24,16.7700,24.8510,10,531,890,13
public_02,2,375,14.0000,14.0000,480,1020,0.6000,25,4.5170,18.2590,13,519,856,15
public_02,2,375,14.0000,14.0000,480,1020,0.6000,26,7.7520,16.0330,7,557,835,5
public_02,2,375,14.0000,14.0000,480,1020,0.6000,27,1.0030,17.6710,5,709,989,15
public_02,2,375,14.0000,14.0000,480,1020,0.6000,28,13.1060,24.5140,8,738,1010,10
public_02,2,375,14.0000,14.0000,480,1020,0.6000,29,8.9960,15.0640,7,480,891,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,30,3.3230,20.7410,5,480,856,15
public_02,2,375,14.0000,14.0000,480,1020,0.6000,31,8.6270,13.5400,10,511,873,8
public_02,2,375,14.0000,14.0000,480,1020,0.6000,32,12.4590,23.3630,10,627,992,6
public_02,2,375,14.0000,14.0000,480,1020,0.6000,33,20.0960,16.6870,2,578,867,11
public_02,2,375,14.0000,14.0000,480,1020,0.6000,34,6.7530,8.3070,9,690,1010,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,35,2.1840,10.5790,1,480,889,15
public_02,2,375,14.0000,14.0000,480,1020,0.6000,36,7.5860,19.0840,4,480,884,8
public_02,2,375,14.0000,14.0000,480,1020,0.6000,37,5.3290,19.8820,4,699,1010,15
public_02,2,375,14.0000,14.0000,480,1020,0.6000,38,14.0390,9.0160,13,566,946,11
public_02,2,375,14.0000,14.0000,480,1020,0.6000,39,9.7670,3.7460,9,560,890,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,40,14.1930,24.0780,8,653,1010,6
public_02,2,375,14.0000,14.0000,480,1020,0.6000,41,3.2180,18.5340,12,671,993,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,42,0.8610,18.5810,9,516,865,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,43,4.8840,22.7790,9,480,748,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,44,18.0030,12.8430,14,480,759,10
public_02,2,375,14.0000,14.0000,480,1020,0.6000,45,9.2550,25.8600,1,685,926,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,46,2.0980,23.1930,12,480,870,11
public_02,2,375,14.0000,14.0000,480,1020,0.6000,47,8.8890,16.3980,3,480,771,9
public_02,2,375,14.0000,14.0000,480,1020,0.6000,48,3.1170,21.2850,11,483,878,7
public_02,2,375,14.0000,14.0000,480,1020,0.6000,49,11.8850,25.1880,7,606,1005,13
public_02,2,375,14.0000,14.0000,480,1020,0.6000,50,18.9000,6.5990,14,630,971,13
public_02,2,375,14.0000,14.0000,480,1020,0.6000,51,12.8360,26.0940,1,510,848,12
public_02,2,375,14.0000,14.0000,480,1020,0.6000,52,3.6110,18.6570,11,480,819,10
public_02,2,375,14.0000,14.0000,480,1020,0.6000,53,8.6050,18.0610,8,480,849,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,54,10.0900,16.4770,8,705,1010,9
public_02,2,375,14.0000,14.0000,480,1020,0.6000,55,9.9950,23.3920,8,480,847,14
public_02,2,375,14.0000,14.0000,480,1020,0.6000,56,7.0210,19.1990,15,741,1009,10
public_02,2,375,14.0000,14.0000,480,1020,0.6000,57,3.9150,19.9970,5,724,974,8
public_02,2,375,14.0000,14.0000,480,1020,0.6000,58,22.7740,23.1210,1,480,817,11
public_02,2,375,14.0000,14.0000,480,1020,0.6000,59,3.0960,16.6360,6,597,1010,15
public_02,2,375,14.0000,14.0000,480,1020,0.6000,60,6.4690,17.4430,5,742,1010,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,1,19.8680,24.4580,2,480,789,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,2,19.5900,9.2130,13,784,1010,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,3,12.8860,12.4730,9,656,1010,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,4,25.9940,22.4650,9,480,800,7
public_03,3,385,14.0000,14.0000,480,1020,0.6000,5,24.2710,24.5400,11,507,882,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,6,9.9770,25.5990,8,480,793,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,7,24.4820,20.7780,6,734,1010,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,8,21.9270,9.1890,5,486,800,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,9,22.1710,21.6000,4,500,791,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,10,23.2460,21.5140,6,746,1010,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,11,14.9270,12.1310,2,480,764,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,12,13.0160,3.2250,15,589,854,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,13,10.3670,9.9220,2,630,1010,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,14,24.8290,20.9930,3,480,881,10
public_03,3,385,14.0000,14.0000,480,1020,0.6000,15,15.4850,18.0960,3,480,735,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,16,14.5070,13.8770,15,480,761,8
public_03,3,385,14.0000,14.0000,480,1020,0.6000,17,8.8900,22.1740,1,480,842,7
public_03,3,385,14.0000,14.0000,480,1020,0.6000,18,24.8670,0.8740,1,598,980,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,19,1.9430,5.2330,13,480,747,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,20,24.7960,23.8770,1,612,854,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,21,9.3270,20.6250,8,713,1010,10
public_03,3,385,14.0000,14.0000,480,1020,0.6000,22,18.0560,17.9990,14,544,964,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,23,21.8550,23.9840,7,761,1004,8
public_03,3,385,14.0000,14.0000,480,1020,0.6000,24,21.1670,22.5320,8,520,905,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,25,3.5140,3.2520,1,645,939,8
public_03,3,385,14.0000,14.0000,480,1020,0.6000,26,13.5750,10.7060,3,553,884,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,27,2.0980,4.1990,5,480,768,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,28,22.1010,24.9510,9,769,1010,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,29,13.5900,11.2790,14,716,975,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,30,15.1830,13.0100,9,583,852,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,31,11.6670,12.2360,3,631,945,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,32,7.5400,12.2790,13,784,1010,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,33,25.8020,21.8390,1,671,1010,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,34,1.8420,3.6940,8,767,1010,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,35,10.2060,8.6410,6,602,908,8
public_03,3,385,14.0000,14.0000,480,1020,0.6000,36,25.2600,23.7310,6,480,831,10
public_03,3,385,14.0000,14.0000,480,1020,0.6000,37,27.2600,13.2710,9,773,1010,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,38,23.0180,24.9040,10,480,872,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,39,21.6860,22.9180,4,713,1010,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,40,15.3790,13.2410,10,480,830,7
public_03,3,385,14.0000,14.0000,480,1020,0.6000,41,14.6620,14.1700,2,715,988,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,42,14.1980,14.0520,15,606,851,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,43,1.8940,2.8410,9,540,839,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,44,5.7500,26.8030,11,560,920,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,45,22.1710,15.9460,8,752,1010,8
public_03,3,385,14.0000,14.0000,480,1020,0.6000,46,15.4840,13.2400,14,589,926,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,47,23.1360,26.5900,6,480,740,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,48,23.7420,26.6990,15,658,1010,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,49,19.9450,4.9320,15,480,815,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,50,24.0670,22.3880,1,581,889,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,51,0.9470,4.5820,1,582,884,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,52,25.1080,6.3250,15,513,786,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,53,16.8460,9.6880,7,647,899,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,54,19.9480,24.7950,11,514,878,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,55,24.7920,15.3640,12,480,847,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,56,8.4910,9.2250,4,480,858,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,57,11.1340,24.6270,11,480,720,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,58,2.9180,1.7920,7,480,853,10
public_03,3,385,14.0000,14.0000,480,1020,0.6000,59,15.3910,11.6330,1,480,882,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,60,23.9980,26.8250,13,613,1010,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,61,16.6630,11.6750,7,668,949,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,62,9.2180,2.3030,10,583,889,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,63,24.6170,20.3200,10,627,968,7
public_03,3,385,14.0000,14.0000,480,1020,0.6000,64,6.5650,22.6370,15,764,1010,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,65,23.1150,24.5630,5,533,921,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,66,0.2000,3.9940,12,480,775,15
public_03,3,385,14.0000,14.0000,480,1020,0.6000,67,0.2670,3.2840,8,717,1010,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,68,3.9150,23.3920,3,487,803,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,69,3.2560,2.6530,3,682,1010,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,70,16.2450,14.7230,15,632,996,7
public_03,3,385,14.0000,14.0000,480,1020,0.6000,71,4.3270,20.9820,12,480,800,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,72,4.3880,2.4660,7,802,1010,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,73,5.1020,27.0170,11,514,896,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,74,20.8900,19.7050,1,480,880,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,75,2.2420,4.4770,8,719,1010,10
public_03,3,385,14.0000,14.0000,480,1020,0.6000,76,3.8330,2.1200,3,480,770,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,77,19.9880,16.6550,3,527,939,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,78,19.4670,4.2040,11,496,767,8
public_03,3,385,14.0000,14.0000,480,1020,0.6000,79,1.1790,18.8420,12,618,1010,7
public_03,3,385,14.0000,14.0000,480,1020,0.6000,80,27.1560,13.2470,8,730,997,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,81,25.6560,19.0510,10,480,817,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,82,0.2000,4.0440,12,481,756,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,83,2.0430,2.0240,12,588,847,5
public_03,3,385,14.0000,14.0000,480,1020,0.6000,84,7.8850,11.5780,14,684,989,11
public_03,3,385,14.0000,14.0000,480,1020,0.6000,85,21.6820,18.4360,11,480,771,6
public_03,3,385,14.0000,14.0000,480,1020,0.6000,86,22.5270,22.2210,9,519,795,9
public_03,3,385,14.0000,14.0000,480,1020,0.6000,87,23.7660,23.2400,2,480,869,14
public_03,3,385,14.0000,14.0000,480,1020,0.6000,88,15.0980,11.7150,10,480,898,13
public_03,3,385,14.0000,14.0000,480,1020,0.6000,89,24.6240,25.0390,1,597,956,12
public_03,3,385,14.0000,14.0000,480,1020,0.6000,90,11.3150,15.8920,14,480,863,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,1,22.8510,9.4260,13,603,951,13
public_04,4,395,14.0000,14.0000,480,1020,0.6000,2,24.9700,14.1090,10,670,978,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,3,14.4280,26.2890,9,681,1010,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,4,22.4840,17.2790,1,608,977,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,5,22.2610,13.7270,15,641,1010,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,6,17.0910,23.4460,1,745,1010,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,7,13.9320,24.6050,10,480,817,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,8,9.4090,22.4740,2,724,1010,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,9,13.8670,7.6350,10,514,831,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,10,5.5270,11.2090,13,480,755,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,11,21.9300,17.4130,14,537,821,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,12,19.6620,14.1700,11,480,726,7
public_04,4,395,14.0000,14.0000,480,1020,0.6000,13,22.0180,3.0290,10,751,999,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,14,24.2970,11.9220,1,548,870,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,15,21.0160,13.1340,8,731,1010,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,16,14.8580,24.8120,12,613,1010,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,17,9.1010,13.3350,5,480,842,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,18,5.5630,8.8740,12,676,983,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,19,23.6200,11.3220,3,480,873,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,20,19.3970,17.6490,8,541,803,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,21,1.2850,17.8220,15,480,839,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,22,8.1810,21.9460,10,593,872,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,23,9.5490,10.9220,5,753,1010,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,24,23.1830,10.3170,8,790,1010,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,25,4.1090,11.1810,13,736,1010,7
public_04,4,395,14.0000,14.0000,480,1020,0.6000,26,20.2170,14.4510,9,721,1010,7
public_04,4,395,14.0000,14.0000,480,1020,0.6000,27,20.8610,21.8880,2,575,991,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,28,6.4660,12.6160,10,542,934,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,29,21.0160,7.7860,4,543,819,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,30,8.8230,8.0280,9,614,952,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,31,21.8900,11.8480,12,607,891,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,32,26.8390,24.8620,6,480,821,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,33,12.2850,12.2260,7,523,814,7
public_04,4,395,14.0000,14.0000,480,1020,0.6000,34,23.7570,15.6150,14,480,840,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,35,15.6360,24.0210,3,480,870,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,36,6.2080,2.7450,15,594,897,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,37,9.0430,10.8640,9,685,984,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,38,17.9600,23.3940,12,729,1010,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,39,16.4950,21.0490,8,649,1010,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,40,12.4130,12.9080,11,683,1010,13
public_04,4,395,14.0000,14.0000,480,1020,0.6000,41,16.8670,10.3890,15,653,961,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,42,17.3440,24.4730,6,480,869,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,43,10.1760,12.9950,12,530,899,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,44,15.4260,24.6200,11,637,967,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,45,16.3960,25.3290,3,674,982,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,46,7.5950,9.2130,15,480,742,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,47,15.1660,23.8390,4,480,873,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,48,18.5660,25.4610,6,596,1010,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,49,23.9140,24.0280,12,711,1010,13
public_04,4,395,14.0000,14.0000,480,1020,0.6000,50,24.2670,9.3810,6,480,791,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,51,25.6060,4.1140,5,480,768,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,52,21.3940,12.2790,1,480,824,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,53,14.4230,26.5160,9,767,1010,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,54,14.5150,27.8000,3,715,1010,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,55,23.4960,3.3950,9,519,824,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,56,15.3510,24.8690,12,635,1010,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,57,8.5570,9.8740,14,579,933,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,58,24.4580,5.7570,6,704,1010,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,59,9.8770,25.3960,7,679,1010,13
public_04,4,395,14.0000,14.0000,480,1020,0.6000,60,15.6100,24.5400,11,480,828,13
public_04,4,395,14.0000,14.0000,480,1020,0.6000,61,16.0670,1.8780,8,750,1010,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,62,21.2920,15.9120,5,781,1010,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,63,20.4790,17.8270,8,580,987,11
public_04,4,395,14.0000,14.0000,480,1020,0.6000,64,8.8900,10.0970,10,480,824,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,65,21.8870,9.9660,14,512,778,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,66,13.6340,26.2380,7,480,870,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,67,23.8930,25.0780,3,613,894,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,68,16.2470,17.6560,13,686,950,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,69,18.9460,24.5290,8,493,882,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,70,1.8800,20.7680,10,572,951,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,71,3.1580,4.2400,5,731,975,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,72,19.3830,23.0000,12,733,1010,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,73,27.4620,22.9790,3,480,810,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,74,16.0560,26.2540,11,542,885,12
public_04,4,395,14.0000,14.0000,480,1020,0.6000,75,16.6780,23.6550,8,493,872,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,76,22.0470,11.0660,2,702,1010,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,77,21.3860,17.9860,13,588,982,7
public_04,4,395,14.0000,14.0000,480,1020,0.6000,78,13.8340,25.2370,11,751,1010,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,79,10.1580,10.0360,10,602,909,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,80,14.3140,24.6610,3,739,1010,13
public_04,4,395,14.0000,14.0000,480,1020,0.6000,81,22.6130,10.4480,11,488,888,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,82,27.4300,27.3640,3,551,791,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,83,23.8100,7.5800,7,661,1008,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,84,23.8220,16.7360,9,480,891,7
public_04,4,395,14.0000,14.0000,480,1020,0.6000,85,20.4570,13.6730,12,688,1010,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,86,7.2190,12.2110,2,543,900,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,87,9.4130,11.4980,14,782,1010,8
public_04,4,395,14.0000,14.0000,480,1020,0.6000,88,1.0830,9.4200,10,709,1010,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,89,14.0680,23.8150,12,530,892,9
public_04,4,395,14.0000,14.0000,480,1020,0.6000,90,1.0100,3.3320,8,480,738,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,91,22.6370,9.3690,7,480,837,15
public_04,4,395,14.0000,14.0000,480,1020,0.6000,92,26.4930,23.9300,7,488,731,14
public_04,4,395,14.0000,14.0000,480,1020,0.6000,93,3.6170,8.1500,4,524,805,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,94,19.0720,16.2940,4,726,1010,10
public_04,4,395,14.0000,14.0000,480,1020,0.6000,95,22.7980,10.2770,1,698,1010,5
public_04,4,395,14.0000,14.0000,480,1020,0.6000,96,10.9970,12.4540,9,594,849,6
public_04,4,395,14.0000,14.0000,480,1020,0.6000,97,20.6740,18.1300,13,701,1010,10
